id_cidade|ds_cidade|id_estado
1212|CAMACAN|6
1213|CAMACARI|6
1216|CAMAMU|6
1257|CAMPO ALEGRE DE LOURDES|6
1270|CAMPO FORMOSO|6
1271|CAMPO FORMOSO (PRESIDENTE DUTRA)|6
1310|CANAPOLIS|6
1311|CANARANA|6
1314|CANAVIEIRAS|6
1315|CANDEAL|6
1318|CANDEIAS|6
1322|CANDIBA|6
1328|CANDIDO SALES|6
1346|CANSANCAO|6
1351|CANUDOS|6
1366|CAPELA DO ALTO ALEGRE|6
1372|CAPIM GROSSO|6
1400|CARAIBAS|6
1418|CARAVELAS|6
1422|CARDEAL DA SILVA|6
1431|CARINHANHA|6
1461|CAROBA (CANDEIAS)|6
1477|CASA NOVA|6
1499|CASTRO ALVES|6
1510|CATINGA DO MOURA (JACOBINA)|6
1512|CATOLANDIA|6
1514|CATOLEZINHO (ITAMBE)|6
1515|CATU|6
1516|CATU DE ABRANTES (CAMACARI)|6
1524|CATURAMA|6
1546|CENTRAL|6
1554|CERAIMA (GUANAMBI)|6
1600|CHORROCHO|6
1606|CICERO DANTAS|6
1611|CIPO|6
1623|COARACI|6
1633|COCOS|6
1673|CONCEICAO DA FEIRA|6
1682|CONCEICAO DO ALMEIDA|6
1687|CONCEICAO DO COITE|6
1688|CONCEICAO DO JACUIPE|6
1701|CONDE|6
1702|CONDEUBA|6
1726|CONTENDAS DO SINCORA|6
1730|COQUEIROS (MARAGOGIPE)|6
1733|CORACAO DE MARIA|6
1737|CORDEIROS|6
1744|CORIBE|6
1758|CORONEL JOAO SA|6
1781|CORRENTINA|6
1801|COTEGIPE|6
1815|CRAVOLANDIA|6
1819|CRISOPOLIS|6
1834|CRISTOPOLIS|6
1842|CRUZ DAS ALMAS|6
1869|CUMURUXATIBA (PRADO)|6
1875|CURACA|6
1909|Caetité|6
1924|Camaçari|6
1944|Canavieiras|6
1945|Candeias|6
2001|Cipó|6
2018|Coronel João Sá|6
2019|Correntina|6
2024|Cristópolis|6
2028|Curaçá|6
2037|DARIO MEIRA|6
2053|DESCOBERTO (CORIBE)|6
2070|DIAS D AVILA|6
2071|DIAS D'AVILA|6
2072|DIAS DAVILA|6
2107|DOM BASILIO|6
2116|DOM MACEDO COSTA|6
2166|Dias D'Ávila|6
2197|ELISIO MEDRADO|6
2210|ENCRUZILHADA|6
2218|ENGENHEIRO FRANCA|6
2224|ENGENHEIRO PONTES (LAJE)|6
2227|ENTRE RIOS|6
2237|ERICO CARDOSO|6
2263|ESPLANADA|6
2285|EUCLIDES DA CUNHA|6
2289|EUNAPOLIS|6
2305|Entre Rios|6
2315|Eunápolis|6
2333|FATIMA|6
2348|FEIRA DA MATA|6
2349|FEIRA DE SANTANA|6
2383|FILADELFIA|6
2384|FIRMINO ALVES|6
2400|FLORESTA AZUL|6
2422|FORMOSA DO RIO PRETO|6
2444|FRANCA (PIRITIBA)|6
2480|Feira De Santana|6
2481|Feira de Santana|6
2483|Floresta Azul|6
2498|GABIARRA (EUNAPOLIS)|6
2511|GAMELEIRA DA LAPA (SITIO DO MA|6
2514|GANDU|6
2533|GAVIAO|6
2542|GENTIO DO OURO|6
2554|GLORIA|6
2585|GONGOGI|6
2596|GOVERNADOR JOAO DURVAL CARNEIR|6
2600|GOVERNADOR LOMANTO JUNIOR|6
2602|GOVERNADOR MANGABEIRA|6
2647|GUAJERU|6
2652|GUANAMBI|6
2672|GUARAJUBA (CAMACARI)|6
2692|GUARATINGA|6
2739|Guanambi|6
2764|HELIOPOLIS|6
2765|HELVECIA (NOVA VICOSA)|6
2777|HIDROLANDIA (UIBAI)|6
2790|HUMILDES (FEIRA DE SANTANA)|6
2796|IACU|6
2800|IAÇU|6
2812|IBIAJARA (RIO DO PIRES)|6
2817|IBIASSUCE|6
2818|IBICARAI|6
2820|IBICOARA|6
2821|IBICUI|6
2824|IBIPEBA|6
2825|IBIPITANGA|6
2827|IBIQUERA|6
2833|IBIRAJA (ITANHEM)|6
2837|IBIRAPITANGA|6
2838|IBIRAPUA|6
2841|IBIRATAIA|6
2845|IBITIARA|6
2849|IBITIRA|6
2851|IBITIRA (RIO DO ANTONIO)|6
2854|IBITITA|6
2857|IBITUPA (IBICUI)|6
2860|IBO (ABARE)|6
2861|IBOTIRAMA|6
2870|ICHU|6
2879|IGAPORA|6
2880|IGARA (SENHOR DO BONFIM)|6
2894|IGRAPIUNA|6
2899|IGUAI|6
2920|ILHEUS|6
2926|IMBASSAI (MATA DE SAO JOAO)|6
2957|INHAMBUPE|6
2961|INHATA (AMELIA RODRIGUES)|6
2963|INHAUMAS (SANTA MARIA DA VITOR|6
2971|INUBIA (PIATA)|6
2983|IPECAETA|6
2990|IPIAU|6
2992|IPIRA|6
3013|IPUPIARA|6
3021|IRAJUBA|6
3022|IRAMAIA|6
3025|IRAPORANGA (IRAQUARA)|6
3029|IRAQUARA|6
3030|IRARA|6
3033|IRECE|6
3045|ITABATAN (MUCURI)|6
3046|ITABELA|6
3048|ITABERABA|6
3056|ITABUNA|6
3059|ITACARE|6
3065|ITAETE|6
3066|ITAGI|6
3067|ITAGIBA|6
3068|ITAGIMIRIM|6
3071|ITAGUACU DA BAHIA|6
3079|ITAIA (FIRMINO ALVES)|6
3093|ITAJAI (NOVA CANAA)|6
3097|ITAJUIPE|6
3099|ITAMARAJU|6
3105|ITAMARI|6
3108|ITAMBE|6
3110|ITAMIRA|6
3111|ITAMIRA (APORA)|6
3114|ITAMOTINGA (JUAZEIRO)|6
3116|ITANAGE (LIVRAMENTO DE NOSSA S|6
3117|ITANAGRA|6
3121|ITANHEM|6
3123|ITANHÉM|6
3133|ITAPARICA|6
3134|ITAPE|6
3135|ITAPEBI|6
3148|ITAPETINGA|6
3152|ITAPICURU|6
3160|ITAPITANGA|6
3176|ITAQUARA|6
3181|ITARANTIM|6
3191|ITATIM|6
3209|ITIRUCU|6
3210|ITIUBA|6
3212|ITORORO|6
3215|ITUACU|6
3216|ITUBERA|6
3223|ITUPEVA (MEDEIROS NETO)|6
3230|IUIU|6
3245|Ibirapitanga|6
3247|Ibotirama|6
3273|Irecê|6
3279|Itabuna|6
3287|Itamaraju|6
3289|Itambé|6
3291|Itanhém|6
3302|Itarantim|6
3320|JABORANDI|6
3326|JACARACI|6
3342|JACOBINA|6
3353|JAGUAQUARA|6
3354|JAGUARA (FEIRA DE SANTANA)|6
3357|JAGUARARI|6
3366|JAGUARIPE|6
3372|JAIBA (FEIRA DE SANTANA)|6
3384|JANDAIRA|6
3437|JEQUIE|6
3438|JEQUIRICA|6
3442|JEREMOABO|6
3452|JIQUIRICA|6
3453|JITAUNA|6
3461|JOAO CORREIA (MUCUGE)|6
3464|JOAO DOURADO|6
3498|JUAZEIRO|6
3503|JUCURUCU|6
3535|JUSSARA|6
3536|JUSSARI|6
3537|JUSSIAPE|6
3548|Jacobina|6
3561|Jequié|6
3570|Juazeiro|6
3586|LAFAIETE COUTINHO|6
3632|LAGOA REAL|6
3644|LAJE|6
3652|LAJEDAO|6
3653|LAJEDINHO|6
3655|LAJEDO ALTO (IACU)|6
3656|LAJEDO DO TABOCAL|6
3662|LAMARAO|6
3669|LAPAO|6
3679|LARGO (PIRITIBA)|6
3683|LAURO DE FREITAS|6
3695|LENCOIS|6
3705|LICINIO DE ALMEIDA|6
3728|LIVRAMENTO DE NOSSA SENHORA|6
3742|LUCAIA|6
3743|LUCAIA (PLANALTO)|6
3754|LUIS EDUARDO MAGALHAES|6
3785|Lapão|6
3789|Lauro de Freitas|6
3811|MACAJUBA|6
3816|MACARANI|6
3821|MACAUBAS|6
3835|MACURURE|6
3838|MADRE DE DEUS|6
3842|MAETINGA|6
3851|MAIQUINIQUE|6
3852|MAIRI|6
3863|MALHADA|6
3864|MALHADA DE PEDRAS|6
3891|MANICOBA (JUAZEIRO)|6
3897|MANOEL VITORINO|6
3898|MANSIDAO|6
3918|MARACAS|6
3920|MARAGOGIPE|6
3928|MARAU|6
3936|MARCIONILIO SOUZA|6
3939|MARCOLINO MOURA (RIO DE CONTAS|6
3940|MARCOLINO MOURA (RIO DE CONTAS)|6
3953|MARIA QUITERIA (FEIRA DE SANTA|6
3999|MASCOTE|6
4005|MATA DE SAO JOAO|6
4019|MATINA|6
4021|MATINHA (FEIRA DE SANTANA)|6
4050|MEDEIROS NETO|6
4062|MENINO JESUS (CANDEIAS)|6
4076|MIGUEL CALMON|6
4080|MILAGRES|6
4113|MIRANGABA|6
4115|MIRANTE|6
4199|MONTE SANTO|6
4226|MORPARA|6
4236|MORRO DO CHAPEU|6
4247|MORTUGABA|6
4260|MUCUGE|6
4262|MUCURI|6
4268|MULUNGU DO MORRO|6
4270|MUNDO NOVO|6
4273|MUNICÃ?PIO DE MANSIDAO|6
4274|MUNIZ FERREIRA|6
4276|MUQUEM DE SAO FRANCISCO|6
4282|MURITIBA|6
4288|MUTUIPE|6
4296|Macaúbas|6
4302|Malhada de Pedras|6
4312|Maracás|6
4363|Morro do Chapéu|6
4370|Mutuípe|6
4372|NAGE (MARAGOGIPE)|6
4388|NAZARE|6
4405|NILO PECANHA|6
4417|NORDESTINA|6
4455|NOVA BRASILIA|6
4458|NOVA CANAA|6
4476|NOVA FATIMA|6
4484|NOVA IBIA|6
4493|NOVA ITARANA|6
4496|NOVA LIDICE|6
4522|NOVA REDENCAO|6
4533|NOVA SOURE|6
4543|NOVA VICOSA|6
4558|NOVO HORIZONTE|6
4579|NOVO TRIUNFO|6
4584|NUCLEO RES PILAR|6
4585|NUCLEO RESIDENCIAL PILAR|6
4586|NUCLEO RESIDENCIAL PILAR (JAGU|6
4587|NUCLEO RESIDENCIAL PILAR (JAGUARARI)|6
4647|OLINDINA|6
4651|OLIVEIRA DOS BREJINHOS|6
4676|OURICANGAS|6
4694|OUROLANDIA|6
4702|Oliveira Dos Brejinhos|6
4713|Ourolândia|6
4755|PALMAS DE MONTE ALTO|6
4766|PALMEIRAS|6
4805|PARAFUSO (CAMACARI)|6
4825|PARAMIRIM|6
4848|PARATINGA|6
4860|PARIPIRANGA|6
4883|PASSAGEM DOS TEIXEIRAS (CANDEI|6
4886|PASSE (CANDEIAS)|6
4897|PATAIBA (AGUA FRIA)|6
4910|PAU A PIQUE (CASA NOVA)|6
4911|PAU BRASIL|6
4930|PAULO AFONSO|6
4940|PE DE SERRA|6
4961|PEDRAO|6
4974|PEDRO ALEXANDRE|6
5040|PIATA|6
5053|PILAO ARCADO|6
5062|PINDAI|6
5067|PINDOBACU|6
5089|PINHOES (JUAZEIRO)|6
5090|PINTADAS|6
5107|PIRAI DO NORTE|6
5136|PIRIPA|6
5138|PIRITIBA|6
5154|PLANALTINO|6
5155|PLANALTO|6
5169|POCO CENTRAL (AURELINO LEAL)|6
5181|POCOES|6
5186|POJUCA|6
5225|PONTO NOVO|6
5272|PORTO SAUIPE (ENTRE RIOS)|6
5273|PORTO SEGURO|6
5284|POSTO DA MATA (NOVA VICOSA)|6
5288|POTIRAGUA|6
5298|PRADO|6
5302|PRAIA DO FORTE (MATA DE SAO JO|6
5318|PRESIDENTE DUTRA|6
5322|PRESIDENTE JANIO QUADROS|6
5334|PRESIDENTE TANCREDO NEVES|6
5337|PREVENIDO (AMERICA DOURADA)|6
5426|Piritiba|6
5432|Pojuca|6
5444|Porto Seguro|6
5446|Posto da Mata|6
5454|Presidente Jânio Quadros|6
5461|QUARACU (CANDIDO SALES)|6
5482|QUEIMADAS|6
5491|QUIJINGUE|6
5507|QUIXABEIRA|6
5521|RAFAEL JAMBEIRO|6
5556|REMANSO|6
5570|RETIROLANDIA|6
5572|RIACHAO DAS NEVES|6
5575|RIACHAO DO JACUIPE|6
5580|RIACHO DA GUIA (ALAGOINHAS)|6
5582|RIACHO DE SANTANA|6
5594|RIBEIRA DO AMPARO|6
5596|RIBEIRA DO POMBAL|6
5605|RIBEIRAO DO LARGO|6
5640|RIO DE CONTAS|6
5644|RIO DO ANTONIO|6
5647|RIO DO MEIO (ITORORO)|6
5649|RIO DO PIRES|6
5680|RIO REAL|6
5703|RODA VELHA|6
5704|RODA VELHA (SAO DESIDERIO)|6
5708|RODELAS|6
5747|RUY BARBOSA|6
5756|Riacho de Santana|6
5788|S ROQUE DO PARAGUACU|6
5804|SALGADALIA (CONCEICAO DO COITE|6
5811|SALINAS DA MARGARIDA|6
5816|SALOBRO (CANARANA)|6
5827|SALVADOR|6
5833|SAMBAIBA (ITAPICURU)|6
5848|SANTA BARBARA|6
5858|SANTA BRIGIDA|6
5868|SANTA CRUZ CABRALIA|6
5873|SANTA CRUZ DA VITORIA|6
5913|SANTA INES|6
5924|SANTA LUZIA|6
5941|SANTA MARIA DA VITORIA|6
5967|SANTA RITA DE CASSIA|6
5995|SANTA TERESINHA|6
5999|SANTA TEREZINHA|6
6009|SANTALUZ|6
6041|SANTANA DO SOBRADO (CASA NOVA)|6
6046|SANTANOPOLIS|6
6058|SANTO AMARO|6
6085|SANTO ANTONIO DE JESUS|6
6086|SANTO ANTONIO DE JESUS/|6
6127|SANTO ESTEVAO|6
6172|SAO DESIDERIO|6
6173|SAO DOMINGOS|6
6186|SAO FELIPE|6
6188|SAO FELIX|6
6192|SAO FELIX DO CORIBE|6
6209|SAO FRANCISCO DO CONDE|6
6218|SAO GABRIEL|6
6243|SAO GONCALO DOS CAMPOS|6
6256|SAO JOAO DA FORTALEZA (CICERO|6
6266|SAO JOAO DA VITORIA (VITORIA D|6
6334|SAO JOSE DA VITORIA|6
6371|SAO JOSE DO JACUIPE|6
6441|SAO MIGUEL DAS MATAS|6
6499|SAO ROQUE DO PARAGUACU (MARAGO|6
6517|SAO SEBASTIAO DO PASSE|6
6546|SAPEACU|6
6563|SATIRO DIAS|6
6566|SAUBARA|6
6569|SAUDE|6
6571|SEABRA|6
6576|SEBASTIAO LARANJEIRAS|6
6605|SENHOR DO BONFIM|6
6613|SENTO SE|6
6640|SERRA DO RAMALHO|6
6644|SERRA DOURADA|6
6651|SERRA PRETA|6
6655|SERRANA (BREJOES)|6
6663|SERRINHA|6
6668|SERROLANDIA|6
6698|SIMOES FILHO|6
6708|SITIO DO MATO|6
6709|SITIO DO QUINTO|6
6711|SITIO GRANDE (SAO DESIDERIO)|6
6713|SITIO NOVO (CATU)|6
6716|SOARES (AMERICA DOURADA)|6
6717|SOBRADINHO|6
6740|SOUTO SOARES|6
6743|SUBAUMA (ENTRE RIOS)|6
6757|SUSSUARANA (TANHACU)|6
6768|Salvador|6
6775|Santa Inês|6
6785|Santaluz|6
6815|Seabra|6
6833|Simões Filho|6
6847|SÃ£o GonÃ§alo dos Campos-Ba|6
6858|São Felipe|6
6860|São Francisco do Conde|6
6864|São Gonçalo dos Campos|6
6918|TABOCAS DO BREJO VELHO|6
6919|TABOLEIRO DO CASTRO (VARZEDO)|6
6921|TABOQUINHAS (ITACARE)|6
6951|TANHACU|6
6954|TANQUE NOVO|6
6956|TANQUINHO|6
6961|TAPEROA|6
6967|TAPIRAMUTA|6
6976|TAQUARENDI (MIRANGABA)|6
7005|TEIXEIRA DE FREITAS|6
7018|TEODORO SAMPAIO|6
7019|TEOFILANDIA|6
7021|TEOLANDIA|6
7032|TERRA NOVA|6
7049|TIJUACU (SENHOR DO BONFIM)|6
7066|TIQUARUCU (FEIRA DE SANTANA)|6
7097|TRACUPA (TUCANO)|6
7103|TRANCOSO (PORTO SEGURO)|6
7108|TREMEDAL|6
7142|TUCANO|6
7199|Teixeira de Freitas|6
7228|UAUA|6
7231|UBAIRA|6
7232|UBAITABA|6
7236|UBATA|6
7242|UBIRAITA|6
7243|UBIRAITA (ANDARAI)|6
7248|UIBAI|6
7256|UMBURANAS|6
7260|UNA|6
7275|URANDI|6
7288|URUCUCA|6
7298|UTINGA|6
7312|Uruçuca|6
7324|VALENCA|6
7326|VALENTE|6
7352|VARZEA DA ROCA|6
7353|VARZEA DO POCO|6
7355|VARZEA NOVA|6
7358|VARZEDO|6
7372|VERA CRUZ|6
7470|VITORIA DA CONQUISTA|6
7512|Vitória Da Conquista|6
7513|Vitória da Conquista|6
7521|WAGNER|6
7524|WANDERLEY|6
7526|WENCESLAU GUIMARAES|6
7540|XIQUE-XIQUE|6
7557|bahia|6
7567|candeias|6
7593|irecer BA|6
7595|itabuna|6
7636|salvador|6
7642|santo antonio de jesus|6
7643|santo estevão|6
9|ABAIARA|7
25|ACARAPE|7
26|ACARAU|7
31|ACOPIARA|7
98|AIUABA|7
113|ALCANTARAS|7
150|ALMOFALA (ITAREMA)|7
161|ALTANEIRA|7
196|ALTO SANTO|7
216|AMANAIARA (RERIUTABA)|7
217|AMANARI (MARANGUAPE)|7
221|AMANIUTUBA (LAVRAS DA MANGABEI|7
241|AMONTADA|7
289|ANINGAS (HORIZONTE)|7
299|ANTONINA DO NORTE|7
333|APRAZIVEL (SOBRAL)|7
337|APUIARES|7
342|AQUIRAZ|7
351|ARACATI|7
352|ARACATIACU (SOBRAL)|7
359|ARACOIABA|7
384|ARANAU|7
385|ARANAU (ACARAU)|7
389|ARAPARI (ITAPIPOCA)|7
401|ARAQUEM (COREAU)|7
406|ARARENDA|7
409|ARARIPE|7
415|ARATUBA|7
453|ARNEIROZ|7
474|ARUARU (MORADA NOVA)|7
481|ASSARE|7
484|ASSIS (CRATEUS)|7
488|ASSUNCAO (ITAPIPOCA)|7
506|AURORA|7
536|Alto Santo|7
544|Amontada|7
559|Aquiraz|7
561|Aracati|7
569|Araripe|7
609|BAIXIO|7
626|BANABUIU|7
657|BARBALHA|7
666|BARRA (IGUATU)|7
711|BARREIRA|7
714|BARREIRAS (IGUATU)|7
722|BARREIROS (SAO BENEDITO)|7
725|BARRO|7
