id_subcategoria|ds_subcategoria|id_categoria
941|Sub-categoria - 00941|9
947|Sub-categoria - 00947|9
990|Sub-categoria - 00990|9
1021|Sub-categoria - 01021|9
1079|Sub-categoria - 01079|9
1083|Sub-categoria - 01083|9
1085|Sub-categoria - 01085|9
1107|Sub-categoria - 01107|9
1148|Sub-categoria - 01148|9
1154|Sub-categoria - 01154|9
1171|Sub-categoria - 01171|9
1182|Sub-categoria - 01182|9
1189|Sub-categoria - 01189|9
1212|Sub-categoria - 01212|9
1227|Sub-categoria - 01227|9
1230|Sub-categoria - 01230|9
1249|Sub-categoria - 01249|9
1262|Sub-categoria - 01262|9
1263|Sub-categoria - 01263|9
1264|Sub-categoria - 01264|9
1265|Sub-categoria - 01265|9
1266|Sub-categoria - 01266|9
1267|Sub-categoria - 01267|9
1268|Sub-categoria - 01268|9
1270|Sub-categoria - 01270|9
1271|Sub-categoria - 01271|9
1275|Sub-categoria - 01275|9
1276|Sub-categoria - 01276|9
1278|Sub-categoria - 01278|9
1280|Sub-categoria - 01280|9
1281|Sub-categoria - 01281|9
1285|Sub-categoria - 01285|9
1288|Sub-categoria - 01288|9
1293|Sub-categoria - 01293|9
1294|Sub-categoria - 01294|9
1298|Sub-categoria - 01298|9
1299|Sub-categoria - 01299|9
1301|Sub-categoria - 01301|9
1305|Sub-categoria - 01305|9
1320|Sub-categoria - 01320|9
1323|Sub-categoria - 01323|9
1324|Sub-categoria - 01324|9
1376|Sub-categoria - 01376|9
1391|Sub-categoria - 01391|9
1395|Sub-categoria - 01395|9
1400|Sub-categoria - 01400|9
1415|Sub-categoria - 01415|9
1429|Sub-categoria - 01429|9
1430|Sub-categoria - 01430|9
1444|Sub-categoria - 01444|9
1485|Sub-categoria - 01485|9
1503|Sub-categoria - 01503|9
1532|Sub-categoria - 01532|9
1552|Sub-categoria - 01552|9
1560|Sub-categoria - 01560|9
1571|Sub-categoria - 01571|9
1572|Sub-categoria - 01572|9
1578|Sub-categoria - 01578|9
1581|Sub-categoria - 01581|9
1583|Sub-categoria - 01583|9
1584|Sub-categoria - 01584|9
1585|Sub-categoria - 01585|9
1587|Sub-categoria - 01587|9
1591|Sub-categoria - 01591|9
1593|Sub-categoria - 01593|9
1595|Sub-categoria - 01595|9
1601|Sub-categoria - 01601|9
1604|Sub-categoria - 01604|9
1605|Sub-categoria - 01605|9
1606|Sub-categoria - 01606|9
1607|Sub-categoria - 01607|9
1626|Sub-categoria - 01626|9
1654|Sub-categoria - 01654|9
1656|Sub-categoria - 01656|9
1657|Sub-categoria - 01657|9
1658|Sub-categoria - 01658|9
1682|Sub-categoria - 01682|9
1686|Sub-categoria - 01686|9
1713|Sub-categoria - 01713|9
1718|Sub-categoria - 01718|9
1720|Sub-categoria - 01720|9
1721|Sub-categoria - 01721|9
1731|Sub-categoria - 01731|9
1741|Sub-categoria - 01741|9
1744|Sub-categoria - 01744|9
1747|Sub-categoria - 01747|9
1750|Sub-categoria - 01750|9
1787|Sub-categoria - 01787|9
1789|Sub-categoria - 01789|9
1817|Sub-categoria - 01817|9
1905|Sub-categoria - 01905|9
1927|Sub-categoria - 01927|9
1928|Sub-categoria - 01928|9
1932|Sub-categoria - 01932|9
1954|Sub-categoria - 01954|9
1966|Sub-categoria - 01966|9
1973|Sub-categoria - 01973|9
1988|Sub-categoria - 01988|9
1990|Sub-categoria - 01990|9
2022|Sub-categoria - 02022|9
2038|Sub-categoria - 02038|9
2042|Sub-categoria - 02042|9
2050|Sub-categoria - 02050|9
2093|Sub-categoria - 02093|9
2120|Sub-categoria - 02120|9
2145|Sub-categoria - 02145|9
2148|Sub-categoria - 02148|9
2162|Sub-categoria - 02162|9
2163|Sub-categoria - 02163|9
2164|Sub-categoria - 02164|9
2170|Sub-categoria - 02170|9
2198|Sub-categoria - 02198|9
2205|Sub-categoria - 02205|9
2214|Sub-categoria - 02214|9
2267|Sub-categoria - 02267|9
2269|Sub-categoria - 02269|9
2299|Sub-categoria - 02299|9
2303|Sub-categoria - 02303|9
2329|Sub-categoria - 02329|9
2334|Sub-categoria - 02334|9
2342|Sub-categoria - 02342|9
2387|Sub-categoria - 02387|9
2388|Sub-categoria - 02388|9
2389|Sub-categoria - 02389|9
2396|Sub-categoria - 02396|9
2409|Sub-categoria - 02409|9
2414|Sub-categoria - 02414|9
2418|Sub-categoria - 02418|9
2425|Sub-categoria - 02425|9
2428|Sub-categoria - 02428|9
2452|Sub-categoria - 02452|9
2491|Sub-categoria - 02491|9
2511|Sub-categoria - 02511|9
2513|Sub-categoria - 02513|9
