id_produto|ds_produto|id_subcategoria
1916688|Produto - 0001916688|1588
1917710|Produto - 0001917710|1588
1961666|Produto - 0001961666|1318
1983008|Produto - 0001983008|1512
1986318|Produto - 0001986318|1167
1992736|Produto - 0001992736|1890
1999633|Produto - 0001999633|724
2003342|Produto - 0002003342|1588
2018437|Produto - 0002018437|1090
2022964|Produto - 0002022964|1167
2023167|Produto - 0002023167|1666
2039785|Produto - 0002039785|1111
2056434|Produto - 0002056434|3551
2064990|Produto - 0002064990|623
2067743|Produto - 0002067743|1044
2077526|Produto - 0002077526|1187
2081109|Produto - 0002081109|634
2093778|Produto - 0002093778|2860
2096290|Produto - 0002096290|1318
2100796|Produto - 0002100796|336
2145738|Produto - 0002145738|3551
2154142|Produto - 0002154142|1318
2171281|Produto - 0002171281|1318
2181837|Produto - 0002181837|2861
2189153|Produto - 0002189153|1673
2189757|Produto - 0002189757|2911
2190368|Produto - 0002190368|1318
2202980|Produto - 0002202980|1588
2203914|Produto - 0002203914|2906
2219152|Produto - 0002219152|3551
2223040|Produto - 0002223040|3150
2242620|Produto - 0002242620|1111
2260483|Produto - 0002260483|3551
2261977|Produto - 0002261977|1588
2267763|Produto - 0002267763|1588
2269070|Produto - 0002269070|1111
2276712|Produto - 0002276712|1610
2280774|Produto - 0002280774|3551
2290126|Produto - 0002290126|1167
2290743|Produto - 0002290743|1318
2298401|Produto - 0002298401|685
2302627|Produto - 0002302627|1111
2311839|Produto - 0002311839|3551
2322356|Produto - 0002322356|3150
2337449|Produto - 0002337449|1890
2378453|Produto - 0002378453|1044
2403850|Produto - 0002403850|3551
2407505|Produto - 0002407505|1676
2427163|Produto - 0002427163|1052
2431366|Produto - 0002431366|2663
2442247|Produto - 0002442247|1588
2444232|Produto - 0002444232|1111
2447717|Produto - 0002447717|1641
2455267|Produto - 0002455267|1590
2461635|Produto - 0002461635|2153
2475348|Produto - 0002475348|1588
2475867|Produto - 0002475867|1318
2481522|Produto - 0002481522|1588
2504401|Produto - 0002504401|3551
2507256|Produto - 0002507256|1588
2508050|Produto - 0002508050|508
2513186|Produto - 0002513186|2213
2518020|Produto - 0002518020|2906
2524117|Produto - 0002524117|1090
2528503|Produto - 0002528503|1052
2542540|Produto - 0002542540|2906
2568011|Produto - 0002568011|2906
2571196|Produto - 0002571196|1588
2587714|Produto - 0002587714|1588
2592993|Produto - 0002592993|1167
2598584|Produto - 0002598584|1111
2608211|Produto - 0002608211|1052
2622297|Produto - 0002622297|1167
2622765|Produto - 0002622765|1052
2622837|Produto - 0002622837|3150
2650883|Produto - 0002650883|1588
2651314|Produto - 0002651314|2911
2665698|Produto - 0002665698|1052
2666344|Produto - 0002666344|3150
2673965|Produto - 0002673965|7
2722931|Produto - 0002722931|3150
2730385|Produto - 0002730385|637
2734030|Produto - 0002734030|1890
2754484|Produto - 0002754484|1588
2764182|Produto - 0002764182|1111
2771424|Produto - 0002771424|1214
2776381|Produto - 0002776381|757
2788361|Produto - 0002788361|3551
2806097|Produto - 0002806097|3551
2820597|Produto - 0002820597|2906
2821730|Produto - 0002821730|3247
2845382|Produto - 0002845382|757
2845432|Produto - 0002845432|3551
2851394|Produto - 0002851394|1322
2866559|Produto - 0002866559|1111
2893824|Produto - 0002893824|1318
2911875|Produto - 0002911875|1318
2919978|Produto - 0002919978|2197
2925782|Produto - 0002925782|1588
2932849|Produto - 0002932849|1214
2934730|Produto - 0002934730|645
2940856|Produto - 0002940856|1370
2949361|Produto - 0002949361|1052
2966097|Produto - 0002966097|82
2970651|Produto - 0002970651|567
2976126|Produto - 0002976126|1588
2986621|Produto - 0002986621|1167
2988367|Produto - 0002988367|757
3007402|Produto - 0003007402|698
3010628|Produto - 0003010628|3551
3019656|Produto - 0003019656|3150
3029325|Produto - 0003029325|1111
3042919|Produto - 0003042919|1044
3046231|Produto - 0003046231|1588
3046243|Produto - 0003046243|1044
3050324|Produto - 0003050324|1588
3062887|Produto - 0003062887|1588
3069643|Produto - 0003069643|567
3069735|Produto - 0003069735|1588
3086742|Produto - 0003086742|3551
3089055|Produto - 0003089055|3150
3090334|Produto - 0003090334|1641
3111751|Produto - 0003111751|1616
3116215|Produto - 0003116215|2010
3119789|Produto - 0003119789|643
3119850|Produto - 0003119850|567
3122283|Produto - 0003122283|1111
3122376|Produto - 0003122376|2010
3122875|Produto - 0003122875|1673
3124325|Produto - 0003124325|3551
3127995|Produto - 0003127995|1666
3149853|Produto - 0003149853|757
3152508|Produto - 0003152508|1160
3154802|Produto - 0003154802|1588
3157895|Produto - 0003157895|1588
3160263|Produto - 0003160263|1111
3169911|Produto - 0003169911|1318
3178170|Produto - 0003178170|3246
3179673|Produto - 0003179673|1167
3181097|Produto - 0003181097|1588
3192647|Produto - 0003192647|1630
3204208|Produto - 0003204208|1588
3237176|Produto - 0003237176|1292
3263399|Produto - 0003263399|2992
3263665|Produto - 0003263665|1053
3265878|Produto - 0003265878|1588
3283180|Produto - 0003283180|1167
3298297|Produto - 0003298297|3237
3299393|Produto - 0003299393|3150
3310262|Produto - 0003310262|1588
3311550|Produto - 0003311550|1111
3324168|Produto - 0003324168|3551
3332067|Produto - 0003332067|3551
3351618|Produto - 0003351618|3497
3364319|Produto - 0003364319|1588
3365180|Produto - 0003365180|3150
3373792|Produto - 0003373792|2911
3379771|Produto - 0003379771|1318
3380306|Produto - 0003380306|1044
3416059|Produto - 0003416059|1318
3426374|Produto - 0003426374|757
3441808|Produto - 0003441808|3551
3448714|Produto - 0003448714|685
3463714|Produto - 0003463714|1588
3486004|Produto - 0003486004|1053
3499200|Produto - 0003499200|2213
3502981|Produto - 0003502981|634
3505323|Produto - 0003505323|1588
3507936|Produto - 0003507936|3001
3509534|Produto - 0003509534|1111
3513151|Produto - 0003513151|1370
3537186|Produto - 0003537186|3551
3545653|Produto - 0003545653|3551
3547692|Produto - 0003547692|2906
3557890|Produto - 0003557890|1167
3565146|Produto - 0003565146|1111
3573494|Produto - 0003573494|1588
3588294|Produto - 0003588294|1154
3601535|Produto - 0003601535|1111
3604166|Produto - 0003604166|1588
3626099|Produto - 0003626099|1588
3642355|Produto - 0003642355|634
3649541|Produto - 0003649541|1090
3655164|Produto - 0003655164|1111
3655846|Produto - 0003655846|1052
3677324|Produto - 0003677324|1659
3693186|Produto - 0003693186|3551
3702579|Produto - 0003702579|1641
3713281|Produto - 0003713281|1167
3720912|Produto - 0003720912|263
3726611|Produto - 0003726611|1666
3733097|Produto - 0003733097|1111
3734993|Produto - 0003734993|3551
3740185|Produto - 0003740185|3150
3749940|Produto - 0003749940|1542
3757797|Produto - 0003757797|3446
3764972|Produto - 0003764972|1673
3780822|Produto - 0003780822|1111
3783729|Produto - 0003783729|1090
3805566|Produto - 0003805566|2213
3812586|Produto - 0003812586|1214
3817153|Produto - 0003817153|566
3835071|Produto - 0003835071|1167
3843095|Produto - 0003843095|1292
3850958|Produto - 0003850958|1588
3854583|Produto - 0003854583|3551
3858818|Produto - 0003858818|757
3882792|Produto - 0003882792|1588
3908091|Produto - 0003908091|1588
3917431|Produto - 0003917431|3551
3967995|Produto - 0003967995|1588
3982630|Produto - 0003982630|1318
4004063|Produto - 0004004063|1666
4015494|Produto - 0004015494|3150
4028638|Produto - 0004028638|1318
4031824|Produto - 0004031824|567
4034471|Produto - 0004034471|3551
4036722|Produto - 0004036722|2466
4037896|Produto - 0004037896|3551
4047260|Produto - 0004047260|2911
4069873|Produto - 0004069873|685
4131322|Produto - 0004131322|1588
4132627|Produto - 0004132627|685
4142920|Produto - 0004142920|1588
4144506|Produto - 0004144506|1588
4148532|Produto - 0004148532|1381
4155288|Produto - 0004155288|1588
4160823|Produto - 0004160823|3551
4165517|Produto - 0004165517|1318
4170630|Produto - 0004170630|2213
4171150|Produto - 0004171150|2861
4185759|Produto - 0004185759|1111
4194727|Produto - 0004194727|3551
4216877|Produto - 0004216877|3150
4227428|Produto - 0004227428|1111
4230866|Produto - 0004230866|1318
4246675|Produto - 0004246675|3150
4249399|Produto - 0004249399|2108
4255333|Produto - 0004255333|1318
4255807|Produto - 0004255807|1167
4262536|Produto - 0004262536|2854
4266919|Produto - 0004266919|1666
4269955|Produto - 0004269955|3551
4271370|Produto - 0004271370|1044
4283990|Produto - 0004283990|1512
4288653|Produto - 0004288653|1044
4306328|Produto - 0004306328|1318
4308301|Produto - 0004308301|1587
4320842|Produto - 0004320842|634
4344628|Produto - 0004344628|1318
4349031|Produto - 0004349031|1044
4364526|Produto - 0004364526|1052
4367287|Produto - 0004367287|1588
4367531|Produto - 0004367531|1659
4368503|Produto - 0004368503|645
4375981|Produto - 0004375981|1588
4385843|Produto - 0004385843|1318
4387248|Produto - 0004387248|1588
4392016|Produto - 0004392016|1322
4397170|Produto - 0004397170|1588
4405894|Produto - 0004405894|7
4417139|Produto - 0004417139|1187
4427400|Produto - 0004427400|1167
4428906|Produto - 0004428906|704
4452415|Produto - 0004452415|1044
4453374|Produto - 0004453374|3551
4453939|Produto - 0004453939|1044
4459417|Produto - 0004459417|1318
4481670|Produto - 0004481670|1890
4486617|Produto - 0004486617|3194
4486937|Produto - 0004486937|1167
4527493|Produto - 0004527493|2906
4530364|Produto - 0004530364|3292
4538205|Produto - 0004538205|1588
4545759|Produto - 0004545759|1111
4569098|Produto - 0004569098|1542
4570071|Produto - 0004570071|1322
4571746|Produto - 0004571746|1111
4575093|Produto - 0004575093|2911
4578118|Produto - 0004578118|591
4586430|Produto - 0004586430|2906
4592265|Produto - 0004592265|1641
4598053|Produto - 0004598053|1262
4599382|Produto - 0004599382|1111
4602707|Produto - 0004602707|757
4604174|Produto - 0004604174|567
4634047|Produto - 0004634047|1318
4640816|Produto - 0004640816|3150
4676276|Produto - 0004676276|1318
4686137|Produto - 0004686137|1673
4697609|Produto - 0004697609|1318
4712116|Produto - 0004712116|1673
4717464|Produto - 0004717464|301
4722899|Produto - 0004722899|1588
4730258|Produto - 0004730258|1216
4734232|Produto - 0004734232|634
4734243|Produto - 0004734243|3475
4740004|Produto - 0004740004|3237
4759780|Produto - 0004759780|2906
4762517|Produto - 0004762517|3150
4770672|Produto - 0004770672|1167
4771866|Produto - 0004771866|1641
4794312|Produto - 0004794312|3144
4803232|Produto - 0004803232|1167
4838679|Produto - 0004838679|1111
4909619|Produto - 0004909619|2911
4923834|Produto - 0004923834|1588
4932042|Produto - 0004932042|1588
4938599|Produto - 0004938599|567
4949065|Produto - 0004949065|1588
4954443|Produto - 0004954443|740
4961409|Produto - 0004961409|1187
4969912|Produto - 0004969912|1053
4972741|Produto - 0004972741|1588
5005245|Produto - 0005005245|1641
5015196|Produto - 0005015196|395
5026076|Produto - 0005026076|685
5029178|Produto - 0005029178|1641
5035915|Produto - 0005035915|757
5050432|Produto - 0005050432|1052
5059307|Produto - 0005059307|1167
5069821|Produto - 0005069821|1588
5071825|Produto - 0005071825|1481
8650|Produto - 0000008650|314
35950|Produto - 0000035950|3132
51086|Produto - 0000051086|954
57202|Produto - 0000057202|1024
73900|Produto - 0000073900|509
84479|Produto - 0000084479|3237
85900|Produto - 0000085900|509
123460|Produto - 0000123460|742
126111|Produto - 0000126111|2729
128889|Produto - 0000128889|100
154171|Produto - 0000154171|3237
160427|Produto - 0000160427|3258
238688|Produto - 0000238688|2329
245699|Produto - 0000245699|1357
278067|Produto - 0000278067|1895
296905|Produto - 0000296905|1994
310292|Produto - 0000310292|1438
310669|Produto - 0000310669|3007
315939|Produto - 0000315939|1994
326059|Produto - 0000326059|3185
343606|Produto - 0000343606|146
382949|Produto - 0000382949|319
388463|Produto - 0000388463|2300
388655|Produto - 0000388655|1735
388844|Produto - 0000388844|1901
393944|Produto - 0000393944|1735
397850|Produto - 0000397850|100
397973|Produto - 0000397973|3132
403600|Produto - 0000403600|3132
412101|Produto - 0000412101|314
416351|Produto - 0000416351|314
418856|Produto - 0000418856|314
427426|Produto - 0000427426|156
462522|Produto - 0000462522|2213
468330|Produto - 0000468330|1630
473753|Produto - 0000473753|1588
488581|Produto - 0000488581|1111
488636|Produto - 0000488636|3551
489774|Produto - 0000489774|1588
489895|Produto - 0000489895|1641
497534|Produto - 0000497534|1318
501140|Produto - 0000501140|1111
515069|Produto - 0000515069|1588
515117|Produto - 0000515117|1588
545722|Produto - 0000545722|1641
563521|Produto - 0000563521|2908
565113|Produto - 0000565113|1187
568701|Produto - 0000568701|1167
580582|Produto - 0000580582|948
587236|Produto - 0000587236|685
604311|Produto - 0000604311|567
610314|Produto - 0000610314|3145
611128|Produto - 0000611128|948
629483|Produto - 0000629483|2213
638391|Produto - 0000638391|3551
652538|Produto - 0000652538|3551
652997|Produto - 0000652997|1216
672570|Produto - 0000672570|1673
713356|Produto - 0000713356|1588
721136|Produto - 0000721136|1007
728612|Produto - 0000728612|1053
729049|Produto - 0000729049|1318
732934|Produto - 0000732934|3551
741904|Produto - 0000741904|1590
742774|Produto - 0000742774|1673
743959|Produto - 0000743959|1588
751276|Produto - 0000751276|1111
755083|Produto - 0000755083|3551
775080|Produto - 0000775080|2908
775746|Produto - 0000775746|1167
780770|Produto - 0000780770|1090
782065|Produto - 0000782065|2906
789835|Produto - 0000789835|1890
796974|Produto - 0000796974|2466
814973|Produto - 0000814973|1588
827419|Produto - 0000827419|1588
827703|Produto - 0000827703|1588
831498|Produto - 0000831498|2906
839493|Produto - 0000839493|3150
841454|Produto - 0000841454|1111
855785|Produto - 0000855785|3551
864728|Produto - 0000864728|1167
874716|Produto - 0000874716|1588
897933|Produto - 0000897933|2466
931971|Produto - 0000931971|1111
933728|Produto - 0000933728|1588
934520|Produto - 0000934520|1641
935724|Produto - 0000935724|566
958153|Produto - 0000958153|2906
964627|Produto - 0000964627|567
975973|Produto - 0000975973|1214
984668|Produto - 0000984668|1111
990771|Produto - 0000990771|1588
991651|Produto - 0000991651|1187
1019916|Produto - 0001019916|566
1037698|Produto - 0001037698|3551
1059121|Produto - 0001059121|3551
1076750|Produto - 0001076750|1588
1099544|Produto - 0001099544|567
1103845|Produto - 0001103845|1318
1107692|Produto - 0001107692|2906
1110138|Produto - 0001110138|567
1120321|Produto - 0001120321|1588
1124258|Produto - 0001124258|2906
1134052|Produto - 0001134052|1588
1140371|Produto - 0001140371|567
1140507|Produto - 0001140507|1111
1146316|Produto - 0001146316|3551
1149140|Produto - 0001149140|1666
1152701|Produto - 0001152701|152
1213032|Produto - 0001213032|3551
1220475|Produto - 0001220475|3551
1241922|Produto - 0001241922|1880
1252574|Produto - 0001252574|3551
1272508|Produto - 0001272508|2911
1286036|Produto - 0001286036|2906
1323299|Produto - 0001323299|685
1327724|Produto - 0001327724|757
1333786|Produto - 0001333786|1588
1356766|Produto - 0001356766|1588
1383252|Produto - 0001383252|1111
1383505|Produto - 0001383505|591
1398753|Produto - 0001398753|3551
1400594|Produto - 0001400594|2179
1409485|Produto - 0001409485|2906
1434096|Produto - 0001434096|3403
1448143|Produto - 0001448143|3228
1452440|Produto - 0001452440|2906
1457414|Produto - 0001457414|1111
1461390|Produto - 0001461390|3551
1491874|Produto - 0001491874|567
1494034|Produto - 0001494034|1588
1507962|Produto - 0001507962|1216
1514804|Produto - 0001514804|1202
1531830|Produto - 0001531830|3551
1543352|Produto - 0001543352|567
1552043|Produto - 0001552043|1111
1554069|Produto - 0001554069|1588
1555906|Produto - 0001555906|1588
1566573|Produto - 0001566573|567
1583683|Produto - 0001583683|1167
1588165|Produto - 0001588165|1588
1604821|Produto - 0001604821|1588
1614771|Produto - 0001614771|1588
1621210|Produto - 0001621210|1588
1622075|Produto - 0001622075|1666
1626934|Produto - 0001626934|1588
1642651|Produto - 0001642651|1588
1645797|Produto - 0001645797|3551
1646218|Produto - 0001646218|3259
1651886|Produto - 0001651886|3551
1660680|Produto - 0001660680|645
1663994|Produto - 0001663994|1542
1730598|Produto - 0001730598|2466
1731149|Produto - 0001731149|1090
1737268|Produto - 0001737268|1940
1756640|Produto - 0001756640|1090
1760414|Produto - 0001760414|1318
1767907|Produto - 0001767907|1588
1797420|Produto - 0001797420|3551
1799147|Produto - 0001799147|3497
1802304|Produto - 0001802304|3237
1810727|Produto - 0001810727|1588
1813295|Produto - 0001813295|1302
1830946|Produto - 0001830946|1370
1833497|Produto - 0001833497|698
1845873|Produto - 0001845873|2663
1848510|Produto - 0001848510|1588
1849945|Produto - 0001849945|1588
1854381|Produto - 0001854381|1111
1857161|Produto - 0001857161|685
1857772|Produto - 0001857772|336
1876707|Produto - 0001876707|2414
1881307|Produto - 0001881307|1214
1887847|Produto - 0001887847|509
1914212|Produto - 0001914212|319
1914354|Produto - 0001914354|2911
1915899|Produto - 0001915899|2466
1923520|Produto - 0001923520|1090
1945203|Produto - 0001945203|1641
1946592|Produto - 0001946592|3551
1951206|Produto - 0001951206|2908
1961827|Produto - 0001961827|3150
1968657|Produto - 0001968657|1111
2002328|Produto - 0002002328|1167
2005150|Produto - 0002005150|1890
2007268|Produto - 0002007268|1216
2010541|Produto - 0002010541|1673
2022440|Produto - 0002022440|1615
2024405|Produto - 0002024405|757
2033919|Produto - 0002033919|1111
2036273|Produto - 0002036273|1588
2043505|Produto - 0002043505|1588
2051405|Produto - 0002051405|1630
2056642|Produto - 0002056642|1819
2058634|Produto - 0002058634|3150
2066096|Produto - 0002066096|170
2084743|Produto - 0002084743|1588
2093108|Produto - 0002093108|1673
2096357|Produto - 0002096357|1167
2102787|Produto - 0002102787|1167
2116351|Produto - 0002116351|3551
2118272|Produto - 0002118272|1061
2119602|Produto - 0002119602|1641
2125439|Produto - 0002125439|1167
2127266|Produto - 0002127266|1673
2134724|Produto - 0002134724|2911
2142211|Produto - 0002142211|2213
2149097|Produto - 0002149097|1588
2162798|Produto - 0002162798|1111
2164238|Produto - 0002164238|1588
2165369|Produto - 0002165369|3132
2176846|Produto - 0002176846|3237
2176930|Produto - 0002176930|1318
2195737|Produto - 0002195737|3551
2200100|Produto - 0002200100|1588
2210761|Produto - 0002210761|2911
2224708|Produto - 0002224708|1053
2226123|Produto - 0002226123|685
2237877|Produto - 0002237877|1370
2245268|Produto - 0002245268|3150
2248664|Produto - 0002248664|1167
2271045|Produto - 0002271045|1322
2274022|Produto - 0002274022|3150
2292744|Produto - 0002292744|1318
2319498|Produto - 0002319498|1167
2326112|Produto - 0002326112|3551
2336929|Produto - 0002336929|2253
2347200|Produto - 0002347200|1318
2360361|Produto - 0002360361|1167
2364372|Produto - 0002364372|1588
2381475|Produto - 0002381475|1318
2393828|Produto - 0002393828|1090
2393919|Produto - 0002393919|1090
2403902|Produto - 0002403902|567
2409655|Produto - 0002409655|1111
2432547|Produto - 0002432547|1187
2433769|Produto - 0002433769|1167
2443467|Produto - 0002443467|1111
2448820|Produto - 0002448820|677
2451098|Produto - 0002451098|3551
2459090|Produto - 0002459090|685
2472293|Produto - 0002472293|301
2474866|Produto - 0002474866|1318
2477029|Produto - 0002477029|1167
2480283|Produto - 0002480283|1167
2494421|Produto - 0002494421|567
2500681|Produto - 0002500681|757
2502834|Produto - 0002502834|1111
2524681|Produto - 0002524681|1588
2527044|Produto - 0002527044|1890
2533282|Produto - 0002533282|1588
2537919|Produto - 0002537919|1588
2543269|Produto - 0002543269|1318
2548338|Produto - 0002548338|559
2579402|Produto - 0002579402|1588
2586782|Produto - 0002586782|1318
2612044|Produto - 0002612044|3551
2622547|Produto - 0002622547|1167
2623449|Produto - 0002623449|757
2629778|Produto - 0002629778|1420
2636288|Produto - 0002636288|2465
2636314|Produto - 0002636314|1167
2641933|Produto - 0002641933|1318
2642101|Produto - 0002642101|1588
2644221|Produto - 0002644221|1588
2652839|Produto - 0002652839|2880
2661194|Produto - 0002661194|3237
2677542|Produto - 0002677542|757
2727332|Produto - 0002727332|1111
2730886|Produto - 0002730886|1052
2738449|Produto - 0002738449|566
2749897|Produto - 0002749897|1318
2785455|Produto - 0002785455|1517
2794470|Produto - 0002794470|1167
2795588|Produto - 0002795588|1044
2818320|Produto - 0002818320|1588
2823527|Produto - 0002823527|534
2824938|Produto - 0002824938|3408
2835172|Produto - 0002835172|1111
2854699|Produto - 0002854699|3150
2877650|Produto - 0002877650|1044
2885255|Produto - 0002885255|170
2885471|Produto - 0002885471|1588
2889029|Produto - 0002889029|1111
2890380|Produto - 0002890380|400
2893101|Produto - 0002893101|3132
2895700|Produto - 0002895700|740
2930374|Produto - 0002930374|2911
2942698|Produto - 0002942698|2906
2961603|Produto - 0002961603|2906
2968716|Produto - 0002968716|2906
2985450|Produto - 0002985450|1111
3005894|Produto - 0003005894|414
3007191|Produto - 0003007191|3551
3019990|Produto - 0003019990|1167
3024021|Produto - 0003024021|1890
3036189|Produto - 0003036189|1214
3037677|Produto - 0003037677|1666
3065140|Produto - 0003065140|2162
3090605|Produto - 0003090605|1641
3101345|Produto - 0003101345|1187
3107766|Produto - 0003107766|1216
3107859|Produto - 0003107859|1588
3109301|Produto - 0003109301|2213
3123030|Produto - 0003123030|1542
3124097|Produto - 0003124097|1053
3132798|Produto - 0003132798|3551
3143946|Produto - 0003143946|567
3155530|Produto - 0003155530|1167
3166113|Produto - 0003166113|757
3190936|Produto - 0003190936|2992
3206097|Produto - 0003206097|1481
3222177|Produto - 0003222177|1588
3260120|Produto - 0003260120|3497
3265712|Produto - 0003265712|1053
3266328|Produto - 0003266328|2906
3283815|Produto - 0003283815|1187
3285300|Produto - 0003285300|3551
3301023|Produto - 0003301023|1111
3314355|Produto - 0003314355|1641
3320716|Produto - 0003320716|964
3326700|Produto - 0003326700|1111
3334249|Produto - 0003334249|567
3363467|Produto - 0003363467|757
3369085|Produto - 0003369085|2213
3389668|Produto - 0003389668|2911
3401056|Produto - 0003401056|2466
3403188|Produto - 0003403188|3196
3406171|Produto - 0003406171|1053
3407575|Produto - 0003407575|1167
3439157|Produto - 0003439157|1318
